@relation 'House Price India-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -P 1 -E 1-Sweka.attributeSelection.BestFirst -D 1 -N 5'

@attribute id numeric
@attribute 'number of bathrooms' numeric
@attribute 'living area' numeric
@attribute 'number of views' numeric
@attribute 'grade of the house' numeric
@attribute 'Area of the house(excluding basement)' numeric
@attribute 'Area of the basement' numeric
@attribute 'Renovation Year' numeric
@attribute living_area_renov numeric
@attribute Price numeric

@data
6762829213,1.75,1200,0,6,1200,0,0,2150,250000
6762830223,2,1110,0,7,1110,0,0,1550,223000
6762831058,1,1590,0,6,1090,500,0,1370,185000
6762831193,2.5,1780,0,7,1780,0,0,1630,175000
6762831543,1,1050,0,6,1050,0,0,1330,123000
6762810148,4.25,5010,1,11,4000,1010,0,3820,2350000
6762810278,3.25,3930,0,10,3930,0,0,1780,1880000
6762810334,2,2360,0,9,2360,0,2014,2260,1760000
6762810431,3.25,2980,0,9,2150,830,0,2980,1630000
6762811006,3,3420,0,9,2540,880,2005,3750,1200000
6762811113,2.5,3580,0,9,3580,0,0,2710,1150000
6762811145,2.5,2780,1,8,2110,670,0,3150,1140000
6762811162,2.5,3160,0,9,3160,0,0,3000,1130000
6762811214,3.75,5070,0,11,5070,0,0,4920,1100000
6762811394,5,4110,0,11,4110,0,0,3650,1040000
6762811420,3.5,4370,0,11,4370,0,0,3560,1030000
6762811441,3.25,3620,0,10,2730,890,0,1910,1020000
6762811460,2.5,2980,0,9,2980,0,0,2730,1010000
6762811626,2.75,2520,4,7,2520,0,0,2790,975000
6762811816,2,2490,0,9,2490,0,0,2770,940000
6762812466,2.5,3230,2,8,2430,800,0,1820,850000
6762812467,2,2470,0,9,2470,0,2004,2340,850000
6762812621,4.25,4930,0,12,4930,0,0,3620,835000
6762812821,2.5,3150,0,9,3150,0,0,3150,815000
6762812865,1.5,1520,0,7,1520,0,0,3260,810000
6762814157,4,2080,4,8,2080,0,0,2080,715000
6762815245,1.5,1380,0,7,1380,0,0,1590,650000
6762815475,2.25,1980,0,8,1980,0,0,2800,640000
6762815627,2.5,2360,3,8,1980,380,0,2480,633000
6762816089,2,2300,0,8,1430,870,0,2140,610000
6762816135,1.75,1630,0,8,1630,0,0,1570,609000
6762816191,2.5,2800,0,8,1420,1380,0,2140,605000
6762816192,2.5,2610,0,8,2610,0,0,2580,605000
6762816300,2.25,3000,0,8,3000,0,0,2270,600000
6762816636,3,2190,0,7,1490,700,0,1370,588000
6762816935,1.75,1530,0,7,1410,120,0,2040,575000
6762817194,2.5,2230,0,8,1430,800,0,1970,565000
6762817499,2.5,2950,0,9,2950,0,0,2800,554950
6762817502,2.5,2020,0,9,1730,290,0,1620,554729
6762818329,1,1240,0,7,1240,0,0,1240,529950
6762818646,3,2590,0,8,2590,0,0,2670,519995
6762818732,3.25,2740,0,7,1390,1350,0,2150,515000
6762818932,1.5,1930,0,8,1930,0,0,1840,509000
6762819461,2.5,3316,0,9,3316,0,0,3000,490600
6762820053,1.75,1530,0,7,1530,0,0,1530,474000
6762821043,2.5,2250,0,8,2250,0,0,1320,445838
6762821315,2.5,1930,0,8,1300,630,0,1630,439990
6762821651,1.5,1810,0,7,1030,780,0,1780,430000
6762821857,1.5,1400,0,8,1400,0,0,1270,425000
6762822467,2.5,1700,0,7,1700,0,0,1370,410000
6762822615,2.75,1350,0,8,1120,230,0,1410,405500
6762822822,2.25,2230,0,7,1300,930,0,2010,400000
6762822974,1.75,1410,0,9,900,510,0,1440,399900
6762823112,1.75,1840,2,8,1360,480,0,2250,395000
6762823113,2.75,2640,0,8,2640,0,0,2520,395000
6762823258,2,1900,0,8,1900,0,0,1740,390000
6762824063,1,860,0,7,860,0,0,1570,370000
6762824595,1,870,0,7,870,0,0,930,357000
6762825152,2.5,2040,0,7,2040,0,0,1720,345000
6762825277,2.5,2300,0,8,2300,0,0,1860,342000
6762825300,1,1390,0,6,1390,0,0,1730,341000
6762825321,2.75,2790,0,7,1470,1320,0,1760,340000
6762826620,1.75,1830,0,7,930,900,2008,1790,312500
6762826981,1.75,2600,0,7,1610,990,0,1720,304900
6762827339,1,1190,0,7,1190,0,0,1470,295950
6762827536,1,1440,0,7,1440,0,0,2200,290000
6762827672,2.5,1520,0,7,1520,0,0,1610,288000
6762827770,2.5,2270,0,8,2270,0,0,2240,285000
6762827906,2.5,1890,0,8,1890,0,0,2170,280500
6762828571,1,1740,0,7,1020,720,0,1470,267000
6762828601,2,1180,0,7,1180,0,0,1720,265900
6762828620,1,1020,0,7,1020,0,0,1070,265000
6762828710,2.25,2060,0,7,1200,860,0,2110,264500
6762829018,1.5,920,0,7,920,0,0,1110,255000
6762829214,1.75,1770,0,7,1770,0,0,1630,250000
6762829629,1.75,1570,0,7,1570,0,0,1890,240000
6762830272,1,1200,0,6,1200,0,0,950,220000
6762830881,1.75,2080,0,7,1050,1030,0,1500,198000
6762831590,0.75,660,0,4,660,0,0,850,100000
6762815763,1.5,1300,0,7,1300,0,0,2280,625000
6762816301,2.5,2320,0,8,2320,0,0,2590,600000
6762810349,2.25,2920,0,9,2260,660,0,4510,1740000
6762811007,2.5,2700,0,9,2700,0,0,1810,1200000
6762812716,2.25,2110,0,8,2110,0,0,2350,825000
6762814892,3,3130,0,7,1750,1380,0,2080,671000
6762819270,2.5,1540,0,8,1390,150,0,1680,499000
6762820523,1.75,1470,0,7,1030,440,0,1100,459500
6762810846,2.5,3160,4,9,2020,1140,2005,2790,1280000
6762815764,1.75,1990,0,7,1090,900,0,1270,625000
6762823114,1.75,1480,0,8,1480,0,0,1930,395000
6762810428,2.5,3110,1,9,2550,560,0,2630,1640000
6762810586,3.25,3770,0,9,2710,1060,0,2560,1450000
6762810707,3,5430,0,10,5430,0,0,3170,1360000
6762810802,2.25,2360,0,9,2360,0,0,3040,1300000
6762810847,2.5,3870,3,9,3870,0,0,4030,1280000
6762812174,2.5,3540,0,10,3540,0,0,3540,888550
6762812252,1.5,1820,0,7,1820,0,0,3020,875000
6762812299,3,3040,0,9,2680,360,2014,3520,870000
6762812329,3.25,3990,0,9,3990,0,0,3920,866000
6762812367,2.75,3595,0,9,3595,0,0,3625,861990
6762812771,2.75,2760,0,8,1690,1070,0,2610,821000
6762813217,2,2600,2,8,1400,1200,0,2050,780000
6762813288,3.25,4100,0,9,2500,1600,0,3770,775000
6762813716,2.25,2350,0,9,2350,0,0,2880,747500
6762814634,3.25,2030,0,8,2030,0,0,2450,685000
6762814690,1.75,1880,0,8,1880,0,0,2430,681000
6762814700,2.75,2330,0,9,2330,0,0,2410,680000
6762814900,3,4050,0,8,2620,1430,0,3660,670000
6762814901,2.5,2860,0,8,2860,0,0,1670,670000
6762814977,2,2800,0,8,1400,1400,0,1760,665000
6762815397,2.5,2690,0,8,2690,0,0,2230,645000
6762815645,2,2530,0,8,1910,620,0,1310,631500
6762816524,2.75,1830,0,10,1690,140,0,2310,593000
6762816637,2,1860,0,7,1860,0,0,1580,588000
6762816936,2.5,2400,0,8,2400,0,0,2120,575000
6762817061,1,1890,0,7,1390,500,0,1530,570000
6762817062,2,1640,3,7,820,820,0,2270,570000
6762817413,2,1580,0,6,790,790,0,1580,558000
6762817458,1.5,1740,0,7,1640,100,0,1660,555000
6762817775,1,1660,0,7,1260,400,0,1360,548800
6762817909,2.5,2040,0,8,2040,0,0,1940,542500
6762818054,2.25,2590,3,8,2590,0,0,2590,538250
6762818092,1.5,1130,0,8,1030,100,0,1520,536000
6762818261,1.75,1320,0,7,870,450,0,1580,530000
6762818379,3.5,3000,0,8,1500,1500,0,1400,527000
6762818857,2.5,1420,0,8,1420,0,0,1510,510000
6762818925,2.5,3030,0,8,3030,0,0,3010,509900
6762818990,2.25,1060,0,8,940,120,0,1300,505000
6762819095,2,1700,0,7,850,850,2010,1620,500000
6762819096,2.5,1720,0,9,1720,0,0,1720,500000
6762819415,2.5,1910,0,8,1910,0,0,1630,494815
6762819421,1,1290,0,7,1290,0,0,1640,494000
6762819751,2.5,2286,0,8,2286,0,0,2110,481000
6762819777,2.25,1680,0,7,1130,550,0,1960,480000
6762819949,2.5,2510,0,7,1490,1020,0,1840,475000
6762820793,2.5,1990,0,8,1990,0,0,2290,450000
6762820794,1.75,1480,0,8,1480,0,0,1920,450000
6762821066,2,1240,0,7,1240,0,0,1660,445000
6762821142,1.75,1650,0,8,1650,0,0,1740,443000
6762821392,2,1490,0,6,1490,0,0,1500,437500
6762821409,1.75,2220,0,8,2220,0,0,2070,437000
6762822068,2.25,1620,0,8,1540,80,0,1620,420000
6762822468,2.25,1450,0,7,1450,0,0,1710,410000
6762822699,2.25,2340,0,8,2340,0,0,2340,404950
6762823233,2.5,1920,0,8,1920,0,0,1920,391500
6762823585,1,1190,0,6,1190,0,0,1060,382500
6762823779,2.5,1601,0,7,1536,65,0,1420,378000
6762823983,1.5,1260,0,7,1260,0,0,1220,374000
6762823996,1.75,1590,0,7,1590,0,0,1720,373000
6762824416,1.5,1800,0,8,1800,0,0,1440,360000
6762824817,2.5,2370,0,8,2370,0,0,2370,351999
6762825452,2.5,1450,0,7,1450,0,0,1970,339000
6762825540,1.5,800,0,7,800,0,0,1190,335950
6762825930,2,2250,0,8,2250,0,0,2460,328000
6762826261,1,1560,0,6,910,650,0,1200,320000
6762826262,1.75,2220,0,7,1270,950,0,1490,320000
6762826263,1,1120,0,7,1120,0,0,1300,320000
6762827091,3,2200,0,6,2200,0,0,1430,300000
6762827092,1,930,0,6,930,0,0,1060,300000
6762827093,2.5,2090,0,7,2090,0,0,2090,300000
6762827331,2.5,1520,0,7,1520,0,0,1560,296475
6762827362,1.75,1940,0,8,1940,0,1985,1650,295000
6762827363,1.5,1640,0,7,1640,0,0,1240,295000
6762828592,2.25,1995,0,8,1995,0,0,1880,266000
6762829467,1,1500,0,7,1190,310,0,1420,245000
6762829959,1,1390,0,5,1390,0,0,1170,230000
6762829960,1.75,1140,0,8,1140,0,0,1210,230000
6762830047,1,1230,0,7,1230,0,0,1240,229500
6762830422,1,960,0,7,960,0,0,1280,215000
6762830603,1.5,1180,0,7,1180,0,0,2030,209950
6762830835,1,1100,0,6,1100,0,0,1120,199990
6762830914,1,1190,0,5,1190,0,0,1730,195000
6762831241,1,1060,0,7,820,240,0,1370,170500
6762810127,5.25,6500,0,11,5180,1320,0,2270,2460000
6762810194,2.75,4710,3,10,3690,1020,0,2950,2180000
6762810393,2.5,3490,4,9,2150,1340,1991,2990,1680000
6762810489,2.25,2890,4,10,2890,0,0,2870,1570000
6762810980,3.5,3150,0,9,3150,0,0,1550,1210000
6762811008,3.5,3960,0,10,2850,1110,0,2840,1200000
6762811114,2.5,3830,0,11,3830,0,0,2950,1150000
6762811146,4,7320,0,11,7320,0,0,3270,1140000
6762811163,2.25,2790,3,8,2790,0,0,2720,1130000
6762811181,2.5,3180,0,10,2390,790,0,3180,1120000
6762811251,2,2360,0,9,2360,0,0,3030,1090000
6762811347,3.75,4740,0,10,4740,0,0,3060,1050000
6762811348,2.75,2250,0,8,1500,750,2013,1970,1050000
6762811515,2.5,3130,0,10,3130,0,0,2470,999000
6762811655,2.75,3500,2,9,2950,550,2007,1450,970000
6762811754,2.5,3480,0,7,1750,1730,1998,3010,950000
6762812062,2.5,3180,0,11,3180,0,0,3030,900000
6762812153,2.75,2310,0,8,2310,0,0,2270,890000
6762812253,3.5,3110,2,8,3110,0,0,2340,875000
6762812799,2.75,3176,3,9,2726,450,0,3470,819000
6762812852,3.5,3370,0,9,2750,620,0,3200,812000
6762812866,2.75,2700,0,9,2700,0,0,2680,810000
6762813138,2.5,3420,0,10,1750,1670,0,2900,789900
6762813199,3.5,5270,0,10,3440,1830,0,2340,782000
6762813218,2.5,2560,0,8,1690,870,0,1890,780000
6762813419,4,3010,0,10,3010,0,0,3490,765000
6762813475,2.75,3090,0,9,3090,0,0,2960,760005
6762814077,2.25,2410,0,8,2410,0,0,1910,720000
6762814217,3,3580,0,10,2370,1210,0,2580,711600
6762814483,2.75,2510,1,8,1600,910,0,2650,695500
6762814550,2.5,3220,0,9,3220,0,0,3050,690000
6762814862,2.5,2610,0,8,2610,0,0,1190,674600
6762814869,2.75,2830,0,8,2830,0,0,2160,673000
6762815246,3,3720,0,9,1880,1840,0,2560,650000
6762815398,2.5,2850,0,9,2850,0,0,2980,645000
6762815662,2.5,2290,0,9,2290,0,0,2290,630000
6762815854,1.75,2050,0,8,2050,0,0,3180,623000
6762816054,2,1170,1,8,1170,0,0,2160,613000
6762816302,2.25,1900,0,7,1440,460,0,2460,600000
6762816303,2.5,2250,0,8,2250,0,0,2190,600000
6762816412,2,2560,0,8,1330,1230,0,2390,599000
6762816536,2,1570,0,8,1570,0,0,2165,592350
6762816681,2.5,2630,0,9,2630,0,0,2720,585000
6762816794,2.5,2130,0,8,1490,640,0,3030,580000
6762816795,2.25,1940,0,7,1520,420,0,1910,580000
6762817150,1.75,2790,2,7,1450,1340,0,2790,568000
6762817332,2.25,1950,0,8,1330,620,0,2170,560000
6762817423,2.25,1820,0,8,1820,0,0,2160,557500
6762817595,3.5,2490,0,8,1720,770,0,1445,550000
6762817916,1.75,1070,0,7,1070,0,2014,1540,542000
6762818262,2.5,1785,0,7,1595,190,0,1780,530000
6762818369,2.5,2820,0,8,1550,1270,0,2820,527700
6762818697,1.5,1920,0,7,960,960,0,1130,517000
6762818812,2.5,1810,0,8,1810,0,0,1810,513000
6762819634,2.25,1900,0,8,1370,530,0,2030,485000
6762819778,1,1060,0,7,860,200,0,1470,480000
6762819860,1,1340,0,7,1340,0,0,1430,479000
6762820175,2.75,2530,0,8,2530,0,0,2530,469950
6762820210,1.5,1830,0,7,1830,0,0,1830,468000
6762820448,2.5,2620,0,9,2620,0,0,2760,460000
6762820552,2.5,1910,0,8,1910,0,1968,1910,458400
6762820621,3.5,3440,0,8,3440,0,0,1660,455000
6762820940,2.5,2680,0,8,2680,0,0,2680,449990
6762821232,2,1860,2,8,1860,0,0,2500,440000
6762821339,2.25,2570,0,8,2570,0,0,1950,439000
6762821374,2,1270,0,8,1270,0,0,1610,438000
6762821467,2.75,2230,0,8,1320,910,0,2100,435000
6762821468,2.5,2150,0,7,2150,0,0,2640,435000
6762821652,2,1550,0,7,830,720,0,1330,430000
6762821786,1,880,0,7,880,0,0,1150,427550
6762822292,1.75,1920,0,7,1920,0,0,1310,415000
6762822416,1.75,1880,0,7,940,940,0,1110,412000
6762822469,2.25,2060,0,8,1220,840,2013,1500,410000
6762822470,2.5,2560,0,9,2560,0,0,3010,410000
6762822471,2,1320,0,7,1320,0,0,1620,410000
6762822643,1.5,1010,0,7,1010,0,0,1550,405000
6762822983,1.75,1360,0,7,1360,0,0,1320,399500
6762823259,1.75,1180,0,7,1180,0,0,2780,390000
6762823566,2.25,2090,0,7,2090,0,0,1690,383000
6762823638,2.5,1984,0,8,1564,420,0,1390,380000
6762823773,2.5,2860,0,9,2860,0,0,2370,378500
6762823845,1.75,1660,0,7,1130,530,0,1260,375000
6762824031,1,1650,0,7,980,670,0,1230,371500
6762824064,1.75,1570,0,7,1570,0,0,1600,370000
6762824184,1.75,2100,0,7,1030,1070,0,1170,368000
6762824374,3,1810,0,7,1810,0,0,1670,362000
6762824583,1.75,1210,0,8,1210,0,0,1210,357562
6762824650,2.75,3000,0,8,3000,0,0,2420,355000
6762825322,2.25,2120,0,8,2120,0,0,1400,340000
6762825528,2.25,2760,0,8,2760,0,0,2760,336000
6762825529,2.5,2530,0,8,2530,0,0,2220,336000
6762825545,2.5,2538,0,8,2538,0,0,2570,335606
6762825687,2.5,2250,0,8,2250,0,0,2156,333490
6762825722,2.25,2120,0,9,1720,400,0,2320,332000
6762825771,2.25,2220,0,7,1330,890,0,1930,330000
6762825971,1,1060,0,7,1060,0,0,1060,326500
6762826012,1,800,0,7,800,0,0,1010,325000
6762826013,1,810,0,6,810,0,0,1400,325000
6762826264,3.25,1450,0,8,1180,270,0,1450,320000
6762826479,1,1080,0,6,720,360,0,1250,315000
6762826806,2.5,1920,2,7,1920,0,0,1820,308950
6762827094,2.5,2200,0,7,2200,0,0,2641,300000
6762827095,1,1150,0,7,1150,0,0,1350,300000
6762827458,2.25,1910,0,8,1910,0,0,1714,293000
6762827469,1.5,1520,0,7,1520,0,0,1450,292600
6762828124,1,770,0,6,770,0,0,1160,277000
6762828572,1,1400,0,6,1400,0,0,1420,267000
6762829019,1.75,1550,0,7,1050,500,0,1550,255000
6762829215,1.75,1140,0,7,1140,0,0,1280,250000
6762829353,1.5,1090,0,7,1090,0,0,1160,249000
6762829468,2.25,2600,0,8,1390,1210,0,2110,245000
6762829469,2.5,1600,0,7,1600,0,0,1720,245000
6762829786,2.5,2340,0,8,1670,670,0,2080,235500
6762829811,1,1020,0,6,1020,0,0,1530,235000
6762829918,1.5,1460,0,7,1460,0,0,1510,232000
6762830069,1.75,1200,0,7,1200,0,0,1200,228950
6762830548,2,960,0,6,960,0,0,1460,210000
6762830549,1,1070,0,6,1070,0,0,1050,210000
6762830689,1,1180,0,7,1180,0,0,1180,205000
6762830766,1,1320,0,7,1320,0,0,1320,201500
6762830984,1,910,0,7,910,0,0,1470,190000
6762831094,1,1040,0,6,800,240,0,820,183500
6762831299,1,850,0,6,850,0,0,1590,165000
6762831342,1,1350,0,6,1350,0,0,1300,160000
6762831452,1,1400,0,7,1400,0,0,1600,148226
6762831454,1,630,0,6,630,0,0,970,148000
6762831557,2,1150,0,7,1150,0,0,1200,115000
6762810098,3,4290,0,11,4290,0,0,3620,2680000
6762810153,4.75,5780,0,11,4260,1520,0,3460,2320000
6762810394,5.25,4830,1,9,3930,900,1998,2880,1680000
6762810577,4.5,4230,3,8,2360,1870,0,3450,1470000
6762810708,3.5,3550,2,11,2260,1290,0,4100,1360000
6762810894,2.5,2920,3,10,2030,890,0,3790,1250000
6762810927,3.5,5430,2,10,4010,1420,0,4340,1240000
6762811300,3.75,4260,0,10,4260,0,0,1950,1070000
6762811395,3.5,4440,0,11,4440,0,0,4390,1040000
6762811572,4.5,4030,0,11,4030,0,0,3860,989000
6762812063,2.5,2230,0,8,1540,690,0,2020,900000
6762812571,2,2783,0,8,2783,0,1999,1730,840000
6762812867,1.75,2000,4,7,1000,1000,0,1690,810000
6762813484,2.25,3300,0,9,3300,0,0,1290,760000
6762813533,1.75,2100,0,7,1340,760,0,1700,759000
6762813613,2.5,3020,0,9,3020,0,0,3100,750000
6762813692,2.75,2910,0,9,2210,700,1995,2420,749950
6762813706,2.75,2820,0,9,2820,0,0,3140,749000
6762813707,2.75,2700,0,8,2100,600,0,2050,749000
6762813763,2.5,2150,0,8,2150,0,0,1640,741500
6762813775,2.5,3360,0,9,3360,0,0,1930,740000
6762813834,1.75,2320,0,7,2320,0,1974,1610,737500
6762813836,2.25,2290,0,8,2290,0,0,1810,737000
6762813875,3.25,4280,0,10,3050,1230,0,2820,734950
6762814067,2.5,3350,0,9,3350,0,0,2620,720500
6762814358,1,1410,0,6,1410,0,0,1640,700000
6762814480,3.5,3650,0,9,2550,1100,0,2860,696000
6762814525,2.75,3710,0,9,3710,0,0,2950,692500
6762814701,2,1780,0,7,980,800,0,1620,680000
6762814751,2.75,2100,0,7,1780,320,0,2050,679000
6762815062,1,1240,0,7,1240,0,0,1650,660000
6762815063,2.5,2510,0,8,2510,0,0,2550,660000
6762815098,2.75,3510,0,9,3510,0,0,3550,659950
6762815569,2.5,3080,0,9,3080,0,0,2640,635000
6762815663,1.75,1710,0,8,1710,0,0,2050,630000
6762815765,1,1600,0,7,1600,0,0,1900,625000
6762815766,1.75,3160,0,8,2160,1000,0,1990,625000
6762815843,2,2250,0,8,1500,750,0,2820,624800
6762816090,2.5,2630,0,8,2630,0,0,2330,610000
6762816390,3.25,1830,0,8,1830,0,0,1830,599950
6762816413,2.5,2580,0,7,1880,700,0,2280,599000
6762816470,3.25,3730,0,9,2760,970,0,1800,595000
6762816506,2.5,2720,0,9,2720,0,0,2720,594950
6762816554,2.5,2650,0,8,1680,970,0,2310,590000
6762816751,2.5,2600,1,8,2600,0,0,2270,583000
6762816796,1.75,1850,0,7,1020,830,0,1850,580000
6762817063,3.75,4000,2,10,3080,920,0,3180,570000
6762817136,3.25,2220,0,8,1770,450,0,1750,569000
6762817195,2.5,2500,0,9,2500,0,0,2790,565000
6762817307,2.5,2570,0,8,2570,0,0,2260,561000
6762817333,2.5,1960,0,8,1960,0,0,2480,560000
6762817334,1,1010,0,7,1010,0,0,1610,560000
6762817596,2,1970,3,8,1270,700,0,2390,550000
6762817597,1.75,2150,0,7,1110,1040,0,2040,550000
6762817598,1,1440,0,7,1440,0,0,1010,550000
6762817832,2.5,2760,0,9,2760,0,0,1940,545000
6762818059,2.5,3010,0,8,3010,0,0,3030,538000
6762818263,2.5,1790,0,8,1790,0,0,1890,530000
6762818428,2.75,2910,0,8,1640,1270,0,1970,525000
6762818429,1.75,1710,0,7,1710,0,0,1480,525000
6762818430,2.5,3670,0,10,3670,0,0,3300,525000
6762818958,1.75,2140,0,8,1490,650,0,2220,507000
6762819295,1.75,1350,0,8,1350,0,0,1680,498800
6762819356,2,2660,0,9,2660,0,0,2570,495000
6762819602,2.5,2540,0,9,2540,0,0,2360,487000
6762819614,2.5,3560,0,10,3560,0,0,3420,486000
6762819779,2.75,2550,0,8,1390,1160,0,2450,480000
6762820123,2.25,2380,0,8,1530,850,0,2280,470000
6762820211,2.5,2100,0,7,1240,860,0,1980,468000
6762820385,2.5,1980,0,7,1980,0,0,1980,463000
6762820795,2.5,2850,0,7,1930,920,1968,2220,450000
6762820796,2.5,1460,0,8,1460,0,0,1910,450000
6762821143,2.25,1920,0,7,1920,0,0,1940,443000
6762821233,1.5,1270,0,8,1270,0,0,1270,440000
6762821469,2.5,2550,0,7,2550,0,0,2550,435000
6762821858,1,1320,0,7,1020,300,0,1620,425000
6762822069,1.75,1510,0,7,1510,0,0,1480,420000
6762822293,1.5,1840,0,7,1840,0,0,1690,415000
6762822417,3.5,3360,0,9,2450,910,0,2580,412000
6762822472,1.75,1660,0,7,830,830,0,1660,410000
6762822550,3.25,3320,0,8,2480,840,0,2330,409124
6762822823,2,1760,0,8,1760,0,0,1670,400000
6762822945,2.75,1970,0,7,1320,650,0,1280,399950
6762823115,1,930,0,7,930,0,0,1180,395000
6762823116,2.75,1970,0,8,1970,0,0,1970,395000
6762823639,1,780,0,6,780,0,0,1500,380000
6762823753,2.5,1530,0,7,1530,0,0,1370,379000
6762823962,2.25,1390,0,8,1390,0,0,1250,374950
6762824535,1.5,1550,0,7,1080,470,0,940,359000
6762824617,2.5,1590,0,7,1590,0,0,1590,356000
6762825323,1,1600,0,7,1600,0,0,1430,340000
6762825546,1,1370,0,6,1370,0,0,1450,335500
6762826224,1,730,0,7,730,0,0,1020,321500
6762826693,1.5,1460,0,7,1460,0,0,1420,310000
6762826796,2.25,1980,0,7,1300,680,0,2030,309000
6762826865,1,1450,0,7,1010,440,0,1500,306000
6762826901,1.5,1800,0,7,1800,0,0,1490,305000
6762827096,1.75,1820,0,6,1190,630,0,1530,300000
6762827232,2.5,1460,0,7,1460,0,0,1490,299880
6762827364,1,800,0,6,800,0,0,1220,295000
6762827537,1.5,1950,0,8,1950,0,0,1940,290000
6762827697,1.5,1730,0,7,1010,720,0,1730,287000
6762827839,1.75,1880,0,7,1130,750,0,1340,284000
6762827840,1.5,1500,0,7,1500,0,0,1500,284000
6762828179,2,2030,0,7,2030,0,0,1190,275000
6762828180,1,1200,0,7,1200,0,0,1230,275000
6762828395,2.5,1660,0,7,1660,0,0,1060,270000
6762829149,1.75,1120,0,7,1120,0,0,1330,252000
6762829216,1,990,0,7,990,0,0,1420,250000
6762829470,2.5,1610,0,7,1610,0,0,1610,245000
6762829752,1.75,1460,0,7,1460,0,0,1680,237950
6762829915,1.5,1940,0,7,1140,800,0,1410,232500
6762830055,2.25,2010,0,8,1170,840,0,1990,229000
6762830102,1,990,0,6,990,0,0,990,226550
6762830423,1.5,1860,0,8,1860,0,0,1680,215000
6762830424,1.75,1770,0,8,1770,0,0,2300,215000
6762830425,1,1200,0,7,1200,0,0,1200,215000
6762831041,1,840,0,6,840,0,0,1610,187000
6762831397,1,1600,0,6,1600,0,0,1410,154950
6762831429,0.75,490,0,5,490,0,0,800,150000
6762831492,1,960,0,6,960,0,0,1100,137124
6762810231,4.5,4800,0,10,3580,1220,0,2180,1980000
6762810258,3,4460,0,10,3140,1320,2007,3130,1910000
6762810441,2.75,5470,4,11,3730,1740,0,3620,1610000
6762810505,4.25,6070,0,12,6070,0,0,4680,1550000
6762810753,4.25,5720,0,10,4170,1550,0,4300,1330000
6762810895,3,3460,0,10,2850,610,0,2460,1250000
6762811721,3.5,1800,2,8,1800,0,2011,1700,958000
6762812211,2.5,2640,0,8,1760,880,0,1960,880000
6762812233,2.5,3360,0,10,3360,0,0,3150,879000
6762812254,3,2960,0,9,2960,0,0,1850,875000
6762812379,2.25,3480,0,8,3480,0,0,3130,860000
6762812468,2,2310,0,8,2310,0,0,2810,850000
6762812529,3.25,4230,0,10,3860,370,0,2980,847700
6762812572,3.5,3840,0,11,3840,0,0,2430,840000
6762812977,2.75,2220,0,8,1700,520,2000,1800,800000
6762813059,2.5,1370,0,9,1370,0,2011,1630,797000
6762813289,2.75,2980,0,7,2480,500,0,1470,775000
6762813369,2.5,3000,0,9,1610,1390,0,2700,770000
6762813708,1.5,2130,0,8,2130,0,0,2560,749000
6762813776,1.5,1830,0,7,1350,480,0,1570,740000
6762813853,2.5,2820,0,9,2820,0,0,2910,735000
6762813996,1.75,1950,0,7,1010,940,0,1360,725000
6762813997,1.75,1690,0,7,1690,0,0,1850,725000
6762814078,2.5,3340,2,10,3340,0,0,3160,720000
6762814196,2.25,1810,0,8,1810,0,1991,1900,713400
6762814231,2.5,2870,0,8,1870,1000,0,2670,710000
6762814494,3.5,3310,0,9,2400,910,0,2260,695000
6762814805,1.75,1920,0,7,960,960,0,1190,675000
6762814806,2.5,2390,0,9,2390,0,0,2600,675000
6762814902,2.5,1420,0,9,1280,140,0,1490,670000
6762815126,2,2320,0,7,1510,810,0,2160,657500
6762815135,2.5,2640,0,8,2640,0,0,2630,657000
6762815152,2.25,2170,0,7,1920,250,0,1890,655000
6762815521,2,1840,0,7,920,920,0,1800,639000
6762816091,2.75,2600,0,8,1580,1020,0,2300,610000
6762816304,2.5,2410,0,7,1940,470,1989,2460,600000
6762816538,3.5,3340,0,8,2580,760,0,3420,592000
6762817122,1,1140,2,7,1140,0,0,1630,569950
6762817510,2,1670,0,8,1670,0,0,1670,554000
6762817833,2,2930,2,8,1680,1250,0,2234,545000
6762817834,2.5,2060,0,8,2060,0,0,2230,545000
6762817935,2,2800,0,8,2320,480,0,2200,540500
6762818127,3.25,2850,0,8,2370,480,0,2850,535000
6762818431,1.75,2280,0,7,1250,1030,0,1640,525000
6762818432,1.5,1340,0,7,1340,0,0,1340,525000
6762818991,1,1240,0,7,1240,0,0,3050,505000
6762819097,1.75,1640,0,7,1640,0,0,2280,500000
6762819236,1.75,1520,0,7,1520,0,0,1520,499950
6762819950,2,1880,0,8,1180,700,0,1780,475000
6762820193,2.5,2690,0,8,1790,900,0,2670,469000
6762821067,1,840,0,7,840,0,0,1310,445000
6762821340,2,1560,0,7,1560,0,0,1730,439000
6762821817,2.5,2700,0,9,2700,0,0,2900,426500
6762822208,2.5,1500,0,8,1500,0,0,2080,418000
6762822247,1.75,2320,3,8,1160,1160,0,2240,416100
6762822473,1,1470,0,7,1470,0,0,1470,410000
6762822824,2,2680,2,7,2350,330,1965,1430,400000
6762823729,2,3110,0,9,3020,90,0,2150,379900
6762823754,1.5,1280,0,7,1080,200,0,1470,379000
6762824417,2.5,2380,0,8,2380,0,0,2420,360000
